epoch,accuracy,balanced_accuracy,precision,recall,f1,specificity,auc,avg_precision,mcc,tn,fp,fn,tp,loss,augmentation,model,seed
test,0.9139118457300276,0.9138993501873547,0.9067567567567567,0.922971114167813,0.9147920927062031,0.9048275862068965,0.9651273537921548,0.9674303844078633,0.8279518716981138,656,69,56,671,0.3068637836406382,weak,vit_b_16,42
