epoch,accuracy,balanced_accuracy,precision,recall,f1,specificity,auc,avg_precision,mcc,tn,fp,fn,tp,loss,augmentation,model,seed
test,0.90633608815427,0.9063150405540008,0.8945260347129506,0.921595598349381,0.907859078590786,0.8910344827586207,0.9664260304510742,0.9709861886978152,0.8130374152809702,646,79,57,670,0.27361230860071734,weak,resnet18,42
